original,simplified,generated,sari,bleu,bert_f1,bert_pre,bert_rec
彼らは子供たちのためだけに別れないでいた。,彼らは子供たちのためだけに別れないでいた。,彼らは子供たちのためだけに別れないでいた。,nan,nan,nan,nan,nan
君はいつも何時ごろに寝るの？,あなたはいつも何時あたりに寝るの？,あなたはいつも何時に寝るの？,91.66666666666666,0.6757997430846016,0.9672707319259644,0.980573296546936,0.9543242454528809
彼女はたくさんの本を持っている。,彼女は多くの本を持っている。,彼女は多くの本を持っている。,100.0,0.8668778997501817,0.9999998211860657,0.9999998211860657,0.9999998211860657
トムは病気だと言ったが、それはうそだ。,トムは病気だと言ったが、それは嘘だ。,トムは病気だと言ったが、それは嘘だ。,100.0,0.8948393168143697,1.0000001192092896,1.0000001192092896,1.0000001192092896
誰も電話に出なかった。,誰も電話に出なかった。,誰も電話に出なかった。,nan,nan,nan,nan,nan
彼女は旅行へ行っています。,彼女は旅行へ行っています。,彼女は旅行へ行っています。,nan,nan,nan,nan,nan
父がくれた時計をなくした。,父がくれた時計がどこにあるかわからなくなった。,父がくれた時計を失った。,91.66666666666666,0.3622749841725847,0.8452352285385132,0.897882342338562,0.7984200716018677
その娘たちのだれも学生ではない。,その娘たちの誰も学生ではない。,その娘たちの誰も学生ではない。,100.0,0.8751733190429475,0.9999997615814209,0.9999997615814209,0.9999997615814209
彼女は５つの誤りを５行のうちでおかした。,彼女は５つの間違いを５行のうちでしてしまった。,彼女は５つの間違いを５行のうちでおかした。,91.66666666666666,0.6756899960631381,0.9433770179748535,0.934785008430481,0.952128529548645
トムはお母さんより背が高い。,トムはお母さんより背が高い。,トムはお母さんより背が高い。,nan,nan,nan,nan,nan
誰がこの窓を壊したの？,誰がこの窓を壊したの？,誰がこの窓を壊したの？,nan,nan,nan,nan,nan
地球がいつ出現したのか誰にもわからない。,地球がいつ現れたのか誰にもわからない。,地球がいつ現れたのか誰にもわからない。,100.0,0.8890097654027757,1.000000238418579,1.000000238418579,1.000000238418579
このお茶は「緑茶」と呼ばれている。,このお茶は「緑の茶」と呼ばれている。,このお茶は「緑の茶」と呼ばれている。,100.0,0.9000876262522594,1.0000001192092896,1.0000001192092896,1.0000001192092896
私の姉は大学生になりました。,私の姉は大学生になりました。,私の姉は大学生になりました。,nan,nan,nan,nan,nan
彼と張り合えるものはいない。,彼に勝つ事ができる人はいない。,彼と同じように行動するものはいない。,91.66666666666666,0.3698990894282501,0.7636772394180298,0.7627639174461365,0.764592707157135
私が持っているのは本だけです。,私が持っているのは本だけです。,私が持っているのは本だけです。,nan,nan,nan,nan,nan
月が湖に映し出されていた。,月が大きな池に現れていた。,月が湖に光を出していた。,91.66666666666666,0.4713945310979295,0.8386369943618774,0.8441116809844971,0.8332328796386719
彼はその意見に反対した。,彼はその意見に反対した。,彼はその意見に反対した。,nan,nan,nan,nan,nan
彼の車は湖の中に落ちた。,彼の車は湖の中に落ちた。,彼の車は湖の中に落ちた。,nan,nan,nan,nan,nan
君が早く回復するのを願っています。,あなたが早く回復するのを願っています。,あなたが早く回復するのを願っています。,100.0,0.8824969025845955,1.0,1.0,1.0
彼はテニスがかなり下手だ。,彼はテニスがかなり下手だ。,彼はテニスがかなり下手だ。,nan,nan,nan,nan,nan
私はここで１０年間働いている。,私はここで１０年間働いている。,私はここで１０年間働いている。,nan,nan,nan,nan,nan
お金を盗むのは良くない。,お金を盗むのは良くない。,お金を盗むのは良くない。,nan,nan,nan,nan,nan
運動会は延期された。,運動会は流れた。,運動会は次の機会になった。,91.66666666666666,0.44534504264163466,0.8060571551322937,0.773831307888031,0.8410837054252625
バスに乗った方がいいですか。,バスに乗った方がいいですか。,バスに乗った方がいいですか。,nan,nan,nan,nan,nan
これは鉛筆です。,これは鉛筆です。,これは鉛筆です。,nan,nan,nan,nan,nan
彼は真実を話した。,彼は本当のことを話した。,彼は本当のことを話した。,100.0,0.8574039191604413,0.9999996423721313,0.9999996423721313,0.9999996423721313
君はよくそんなことが言えるね。,あなたはよくそんなことが言うことができる。,あなたはよくそんなことが言うことができるね。,91.66666666666666,0.7367565054628357,0.964557409286499,0.9559164643287659,0.9733559489250183
私の息子に下さったプレゼントに感謝します。,私の息子にくださったプレゼントに感謝します。,私の息子にくださったプレゼントに感謝します。,100.0,0.8824969025845955,1.000000238418579,1.000000238418579,1.000000238418579
私たちは会合を延期しなければならなかった。,私たちは会議を後の日にしなければならなかった。,私たちは会を次の機会にしなければならなかった。,91.66666666666666,0.5959381152654304,0.909440815448761,0.9062340259552002,0.912670373916626
彼は妻と仲良く暮らしている。,彼は妻と仲がよく生活している。,彼は妻と仲がよいように生活している。,91.66666666666666,0.7160350546947922,0.9429108500480652,0.9277586340904236,0.9585662484169006
その少年は少女たちの間に座った。,その少年は少女たちの間に座った。,その少年は少女たちの間に座った。,nan,nan,nan,nan,nan
早く出発することに意見が一致した。,早く出発することに意見があった。,早く出発することに意見が同じになった。,91.66666666666666,0.6739047062564734,0.904141902923584,0.8694758415222168,0.9416869878768921
彼女はもっとよい仕事を探している。,彼女はもっとよい仕事を探している。,彼女はもっとよい仕事を探している。,nan,nan,nan,nan,nan
私はオーストラリアへ３度行ったことがある。,私はオーストラリアへ３度行ったことがある。,私はオーストラリアへ３度行ったことがある。,nan,nan,nan,nan,nan
それは全く法外なことだ。,それは全く法律に合わないことだ。,それは全く法に合わないことだ。,91.66666666666666,0.6783686168526631,0.962167501449585,0.968869149684906,0.9555578827857971
船は３時に出航することになっている。,船は３時に出発することになっている。,船は３時に出ることになっている。,91.66666666666666,0.6759531227215545,0.9553349614143372,0.9629009962081909,0.9478869438171387
彼は更に十年間研究を続けた。,彼は続けて１０年間研究を続けた。,彼はさらに１０年間研究を続けた。,91.66666666666666,0.6316037700708137,0.9728596210479736,0.9777519106864929,0.9680160284042358
私の意見は彼のと似ている。,私の意見は彼のと似ている。,私の意見は彼のと似ている。,nan,nan,nan,nan,nan
彼女は来春大学生になります。,彼女は来年の春大学生になります。,彼女は来春大学生になります。,83.33333333333334,0.5595607306983194,0.9371080994606018,0.9511640071868896,0.9234616160392761
君の家には部屋がいくつありますか。,あなたの家には部屋がいくつありますか。,あなたの家には部屋がいくつありますか。,100.0,0.8890097654027757,0.9999998807907104,0.9999998807907104,0.9999998807907104
果報は寝て待て。,いい話は寝て待て。,満足するまでは寝て待て。,91.66666666666666,0.47417975608185264,0.8432691097259521,0.8336704969406128,0.8530913591384888
彼らは昨日彼女の家のそばを通りかかった。,彼らは昨日彼女の家のそばを通っていった。,彼らは昨日彼女の家のそばを通りかかった。,83.33333333333334,0.6545959733543215,0.9602678418159485,0.952419638633728,0.9682464003562927
私たちは２月に短い休暇をとった。,私たちは２月に短い休みをとった。,私たちは２月に短い休みをとった。,100.0,0.8824969025845955,1.0000001192092896,1.0000001192092896,1.0000001192092896
冬が近づいてきた。,冬が近づいてきた。,冬が近づいてきた。,nan,nan,nan,nan,nan
彼はその仕事には慣れている。,彼はその仕事には慣れている。,彼はその仕事には慣れている。,nan,nan,nan,nan,nan
彼は彼女の方に歩み寄った。,彼は彼女の方に歩き近づいた。,彼は彼女の方に進んできた。,91.66666666666666,0.605782442748654,0.9181208610534668,0.9330728054046631,0.9036406874656677
君は彼に助言を求めるべきだ。,あなたは彼に役に立つ言葉を求めるべきだ。,あなたは彼に助言を求めるべきだ。,91.66666666666666,0.5475233496732835,0.9050779938697815,0.9283924698829651,0.8829058408737183
私はまだ朝食を済ませていません。,私はまだ朝食を食べていません。,私はまだ朝の食事を終わらせていません。,91.66666666666666,0.5398995684986874,0.8973215818405151,0.8703784346580505,0.925986111164093
大切にします。,大切にします。,大切にします。,nan,nan,nan,nan,nan
こせこせする必要はない。,忙しくする必要はない。,急ぎたくなる必要はない。,91.66666666666666,0.47417975608185264,0.8704038262367249,0.8490091562271118,0.8929046392440796
最近多くの交通事故がその道路で起こった。,最近多くの交通事故がその道路で起こった。,最近多くの交通事故がその道路で起こった。,nan,nan,nan,nan,nan
車も何もなく、生活保護で生きてます。,車も何もなく、生活保護で生きてます。,車も何もなく、生活保護で生きてます。,nan,nan,nan,nan,nan
彼女はとても頭がいい上に一生懸命勉強する。,彼女はとても頭がいい上に頑張って勉強する。,彼女はとても頭がいい上に頑張って勉強する。,100.0,0.8824969025845955,1.000000238418579,1.000000238418579,1.000000238418579
耳は出しますか。,耳は出しますか。,耳は出しますか。,nan,nan,nan,nan,nan
彼がそのことを知らないとは驚きだ。,彼がそのことを知らないとは驚いた。,彼がそのことを知らないとは驚いた。,100.0,0.8824969025845955,1.0000001192092896,1.0000001192092896,1.0000001192092896
痛みはありますか。,痛いですか。,痛いと言う感覚はありますか。,91.66666666666666,0.2796842457966537,0.8052928447723389,0.76658695936203,0.8481152057647705
これが私の考えたことです。,これが私の考えたことです。,これが私の考えたことです。,nan,nan,nan,nan,nan
彼は危険に晒されていた。,彼は危険な状態だった。,彼は危険に晒されていた。,83.33333333333334,0.44534504264163466,0.8912169337272644,0.8952926397323608,0.8871781826019287
彼女は寿司が好きではありません。,彼女は寿司が好きではありません。,彼女は寿司が好きではありません。,nan,nan,nan,nan,nan
それは誰のアイディアでしたか。,それは誰の考えでしたか。,それは誰の想像でしたか。,91.66666666666666,0.6526220818377341,0.9534395933151245,0.9534395933151245,0.9534395933151245
ついに彼らは面と向かい合った。,ついに彼らは取り組んだ。,ついに彼らは面と当たった。,91.66666666666666,0.48442732379638637,0.8471158146858215,0.8409120440483093,0.8534119129180908
彼はすぐ来るでしょう。,彼はすぐ来るでしょう。,彼はすぐ来るでしょう。,nan,nan,nan,nan,nan
彼は叫び声を聞いた。,彼は大きな声を聞いた。,彼は叫ぶ声を聞いた。,91.66666666666666,0.6220700406786386,0.9223352670669556,0.9234912395477295,0.9211821556091309
この方がしっくりする。,この方が安定する。,この方が驚く。,91.66666666666666,0.40866465020165643,0.8167576789855957,0.8238910436630249,0.8097468614578247
どうして髪を乾かしているの。,どうして髪を乾かしているの。,どうして髪を乾かしているの。,nan,nan,nan,nan,nan
彼らは彼の死を聞いてとても悲しんだ。,彼らは彼の死を聞いてとても悲しくなった。,彼らは彼の死を聞いてとても悲しかった。,91.66666666666666,0.694256674527868,0.9722572565078735,0.9722572565078735,0.9722572565078735
そこへ行っていただけませんか。,そこへ行っていただけませんか。,そこへ行っていただけませんか。,nan,nan,nan,nan,nan
泥棒は警官を見て逃げ去った。,泥棒は警察官を見て逃げた。,泥棒は警察を見て逃げた。,91.66666666666666,0.6498720966714551,0.9748197793960571,0.980334460735321,0.9693667888641357
彼はまったく堅い男だ。,彼は全く頭のよい男だ。,彼は全く気をつけない男だ。,91.66666666666666,0.49504302173760484,0.8978538513183594,0.8886383175849915,0.9072625041007996
ミルクを一杯下さい。,牛の乳を１杯ください。,牛の乳を１杯ください。,100.0,0.846481724890614,1.000000238418579,1.000000238418579,1.000000238418579
今日外食したいですか。,今日外で食事したいですか。,今日外で食事がしたいですか。,91.66666666666666,0.7285959997974691,0.9619804620742798,0.955642819404602,0.9684027433395386
これからずっと昔、建てられた。,これからずっと昔、作られた。,これからずっと昔、作られた。,100.0,0.8574039191604413,1.0000001192092896,1.0000001192092896,1.0000001192092896
僕はもう万策尽きた。,僕はもうとることのできる方法がなくなった。,私はもう全て時間ができた。,91.66666666666666,0.1831871336652497,0.7835865616798401,0.8153978586196899,0.7541642785072327
その情報のなかには大変重要なものもある。,その情報の中には大変重要なものもある。,その情報の中には大変重要なものもある。,100.0,0.8824969025845955,1.0,1.0,1.0
この仕事は彼には手に負えない。,この仕事は彼にはできない。,この仕事は彼にはできない。,100.0,0.8574039191604413,1.0000001192092896,1.0000001192092896,1.0000001192092896
彼はどちらかと言えば背が高い。,彼はどちらかと言えば背が高い。,彼はどちらかと言えば背が高い。,nan,nan,nan,nan,nan
雨のために試合を中止せざるを得なかった。,雨のために試合を止めざるを得なかった。,雨のために試合をやめたりすることはできなかった。,91.66666666666666,0.557853798004205,0.8520944118499756,0.8598054647445679,0.8445203900337219
あの男の子は誰ですか。,あの少年は誰ですか。,あの少年は誰ですか。,100.0,0.8337529180751805,0.9999998807907104,0.9999998807907104,0.9999998807907104
誰がこれを英語に訳してくれますか。,誰がこれを英語に変えてくれますか。,誰がこれを英語になおしてくれますか。,91.66666666666666,0.7195483536253187,0.9388683438301086,0.9309782981872559,0.9468932747840881
朝の散歩ほど気持ちいいものはない。,朝の散歩ほど気持ちいいものはない。,朝の散歩ほど気持ちいいものはない。,nan,nan,nan,nan,nan
髪がめちゃくちゃ！！,髪がどうすることもできない！！,髪がめちゃくちゃ！！,83.33333333333334,0.2742538685624326,0.8126668930053711,0.8044313192367554,0.8210727572441101
雪の中でバスを２時間も待った。,雪の中でバスを２時間も待った。,雪の中でバスを２時間も待った。,nan,nan,nan,nan,nan
あの計画は立ち消えになった。,あの計画は消えた。,あの計画は立ち消えになった。,83.33333333333334,0.53107253497887,0.9168863296508789,0.883973240852356,0.9523451328277588
何か手伝いましょうか。,何か手伝いましょうか。,何か手伝いましょうか。,nan,nan,nan,nan,nan
今日の午後には起きて歩けることでしょう。,今日の午後には起きて歩くことができるでしょう。,今日の午後には起きて歩くことができることでしょう。,91.66666666666666,0.7940693189958064,0.9787185192108154,0.9787185192108154,0.9787185192108154
彼はまだ元気盛んだ。,彼はまだ元気いっぱいだ。,彼はまだ元気盛んだ。,83.33333333333334,0.5850343668259104,0.8409355878829956,0.8697842955589294,0.8139389753341675
彼らはその事故について異なる説明をした。,彼らはその事故について異なる説明をした。,彼らはその事故について異なる説明をした。,nan,nan,nan,nan,nan
私が子供の頃、毎日泳ぐのが常でした。,私が子供の頃、毎日泳ぐのが常でした。,私が子供の頃、毎日泳ぐのが常でした。,nan,nan,nan,nan,nan
彼女は目を閉じたままであった。,彼女は目を閉じたままであった。,彼女は目を閉じたままであった。,nan,nan,nan,nan,nan
すぐに彼女を好きになるだろう。,すぐに彼女を好きになるだろう。,すぐに彼女を好きになるだろう。,nan,nan,nan,nan,nan
他人を思いやる気持ちが大切です。,他の人を思ってあげる気持ちが大切です。,他の人を思いやる気持ちが大切です。,91.66666666666666,0.5880627618336723,0.9659474492073059,0.9709703326225281,0.9609763622283936
わたしのところへブドウ酒を回して下さい。,私のところへぶどうの酒を運んでください。,私のところへぶどうの酒を回してください。,91.66666666666666,0.6572677895577042,0.971386730670929,0.971386730670929,0.971386730670929
僕に何をしたらよいか教えてください。,僕に何をしたらよいか教えてください。,僕に何をしたらよいか教えてください。,nan,nan,nan,nan,nan
水がなければ、人間は生きられない。,水がなければ、人間は生きられない。,水がなければ、人間は生きられない。,nan,nan,nan,nan,nan
君の言ってることは筋が通らないぞ。,あなたの言っていることは理論的ではないぞ。,あなたの言ってることはおかしい。,91.66666666666666,0.18409401356937144,0.858032763004303,0.8659664988517761,0.8502430319786072
まもなく雨はやむだろう。,間もなく雨は上がるだろう。,もうすぐ雨は終わるだろう。,91.66666666666666,0.24134997142771314,0.8716295957565308,0.8725766539573669,0.8706846237182617
今晩あなたと一緒にレストランにいけません。,今夜あなたと一緒に食事に行くことができません。,今夜はあなたと一緒に食事をする店に行くことができません。,91.66666666666666,0.6383964846132485,0.9572367072105408,0.9448167085647583,0.9699876308441162
電車は時間通りに来るものだと彼は考えていた。,電車は時間通りに来るものだと彼は考えていた。,電車は時間通りに来るものだと彼は考えていた。,nan,nan,nan,nan,nan
この花はなんときれいなことか。,この花はなんときれいなことか。,この花はなんときれいなことか。,nan,nan,nan,nan,nan
