original,simplified,generated,sari,bleu,bert_f1,bert_pre,bert_rec
次の上演時間は何時からですか。,次の発表時間はいつの時間からですか。,次の劇の時間はいつからですか。,91.66666666666666,0.493145209188189,0.8740180134773254,0.8821283578872681,0.8660554885864258
何かほかのものを見せてください。,何かほかのものを見せてください。,何かほかのものを見せてください。,100.0,1.0,1.0,1.0,1.0
７時にね。,７時にね。,７時にね。,100.0,1.0,1.0,1.0,1.0
そこでは空がとても美しいそうですね。,そこでは空がとても美しいそうですね。,そこでは空がとても美しいそうですね。,100.0,1.0,1.0,1.0,1.0
トムは昨日歯医者に行くべきだったのに。,トムは昨日歯の医者に行くべきだったのに。,トムは昨日歯医者に行くべきだったのに。,83.33333333333334,0.7342711136314579,0.979600727558136,0.9860341548919678,0.9732506275177002
話を続けなさい。,話を続けなさい。,話を続けなさい。,100.0,1.0,1.0,1.0,1.0
ビルは私にその本を持ってきてくれた。,ビルは私にその本を持ってきてくれた。,ビルは私にその本を持ってきてくれた。,100.0,1.0,1.0,1.0,1.0
私はパリ行きの列車に乗った。,私はパリに行く列車に乗った。,私はパリに行く列車に乗った。,100.0,0.8668778997501817,1.0000001192092896,1.0000001192092896,1.0000001192092896
外国語を学ぶ最もよい方法は何ですか。,外国語を学ぶ最もよい方法は何ですか。,外国語を学ぶ最もよい方法は何ですか。,100.0,1.0,1.0,1.0,1.0
僕は本を安く売った。,僕は本を安く売った。,僕は本を安く売った。,100.0,1.0,1.0,1.0,1.0
昼食をとってから彼は出かけた。,昼食をとってから彼は出かけた。,昼食をとってから彼は出かけた。,100.0,1.0,1.0,1.0,1.0
涙とともに時は流れる。,涙とともに時は流れる。,涙とともに時は流れる。,100.0,1.0,1.0,1.0,1.0
外へ出ると寒気がした。,外へ出ると寒い気がした。,外へ出ると寒気がした。,83.33333333333334,0.6043026468442619,0.9640222787857056,0.9719435572624208,0.9562291502952576
彼は私より３歳年上である。,彼は私より３歳年が上である。,彼は私より３歳年が上である。,100.0,0.8751733190429475,0.9999998807907104,0.9999998807907104,0.9999998807907104
私はその家を見に行こうと思う。,私はその家を見に行こうと思う。,私はその家を見に行こうと思う。,100.0,1.0,1.0,1.0,1.0
フランス語には日本語よりずっと多くの母音がある。,フランス語には日本語よりずっと多くの言語音の最も小さい単位がある。,フランス語には日本語よりずっと多くの最後が白くなるところがある。,91.66666666666666,0.5701595435903216,0.8409180641174316,0.8485342860221863,0.833437442779541
君はただ彼が来るのを待ちさえすればよい。,あなたはただ彼が来るのを待ちさえすればよい。,あなたはただ彼が来るのを待ちさえすればよい。,100.0,0.8890097654027757,0.9999998807907104,0.9999998807907104,0.9999998807907104
紙飛行機だよ。,紙飛行機だよ。,紙飛行機だよ。,100.0,1.0,1.0,1.0,1.0
すべては申し分なかった。,全てはすまなかった。,全ては問題なかった。,91.66666666666666,0.5387551338654779,0.8448960781097412,0.839637041091919,0.8502213954925537
彼女からの返事は納得できないものだった。,彼女からの返事は賛成できないものだった。,彼女からの返事は理解できないものだった。,91.66666666666666,0.7195483536253187,0.945922076702118,0.945922076702118,0.945922076702118
今朝彼女に何がおきたのですか。,今日の朝彼女に何がお起きたのですか。,今朝彼女に何が起きたのですか。,91.66666666666666,0.4938438946360182,0.9347530603408812,0.9530340433120728,0.9171602129936218
私はいつも彼に服従しなければならない。,私はいつも彼に従わなければならない。,私はいつも彼に帰らなければならない。,91.66666666666666,0.7195483536253187,0.9518137574195862,0.9518137574195862,0.9518137574195862
そのことを決めるのは君の役目だ。,そのことを決めるのはあなたの役割だ。,そのことを決めるのはあなたの役割だ。,100.0,0.8751733190429475,1.0,1.0,1.0
私はケンに投票した。,私は自分の意見でケンを選んだ。,私はケンに投票した。,83.33333333333334,0.2089946492122517,0.8277730345726013,0.8646427392959595,0.7939191460609436
私はそのものすごく大きな魚に大変驚いた。,私はとても大きな魚に大変驚いた。,私はそのものすごく大きな魚に大変驚いた。,83.33333333333334,0.6774546186626388,0.9209907650947572,0.9059047698974608,0.936587691307068
弟は英語と音楽に興味を持っている。,弟は英語と音楽に興味を持っている。,弟は英語と音楽に興味を持っている。,100.0,1.0,1.0,1.0,1.0
私はその問題を考えているところだ。,私はその問題を考えているところだ。,私はその問題を考えているところだ。,100.0,1.0,1.0,1.0,1.0
この歌は私に懐かしい昔を思い出させる。,この歌は私に心に残った昔を思い出させる。,この歌は私に昔を思い出させる。,91.66666666666666,0.5633940821180058,0.949657678604126,0.9758424162864684,0.9248413443565368
彼は心から彼女を迎えた。,彼は心から彼女を迎えた。,彼は心から彼女を迎えた。,100.0,1.0,1.0,1.0,1.0
いい友達になれそうですね。,いい友達になることができそうですね。,いい友達になれそうですね。,83.33333333333334,0.4844686348057845,0.9194126725196838,0.9245812892913818,0.9143015146255492
どんなに富んでも彼は決して満足しない。,たくさんお金があっても彼は決して満足しない。,どれだけ力があっても彼は決して満足しない。,91.66666666666666,0.6376721203765463,0.8983909487724304,0.8978077173233032,0.8989748954772949
彼女は健康その物だ。,彼女は健康その物だ。,彼女は健康その物だ。,100.0,1.0,1.0,1.0,1.0
その川で泳いではいけません。,その川で泳いではなりません。,その川で泳いではならない。,91.66666666666666,0.5321997734504007,0.8782653212547302,0.8950777053833008,0.862072765827179
彼女は今夕食を食べているところです。,彼女は今、夜の食事を食べているところです。,彼女は今夕食を食べているところです。,83.33333333333334,0.5188816903897316,0.9473156929016112,0.9631280303001404,0.932014226913452
彼がその試合に負けたのは不思議だ。,彼がその試合に負けたのは不思議だ。,彼がその試合に負けたのは不思議だ。,100.0,1.0,1.0,1.0,1.0
その絵はそれなりによくできている。,その絵はそれなりによくできている。,その絵はそれなりによくできている。,100.0,1.0,1.0,1.0,1.0
彼女は私に小声で話した。,彼女は私に小さな声で話した。,彼女は私に小さな声で話した。,100.0,0.8668778997501817,1.0000001192092896,1.0000001192092896,1.0000001192092896
５分ずつ間をおいて。,５分ずつ間をおいて。,５分ずつ間をおいて。,100.0,1.0,1.0,1.0,1.0
彼女と結婚できるだろう。,彼女と結婚できるだろう。,彼女と結婚できるだろう。,100.0,1.0,1.0,1.0,1.0
彼は仕事を求めて東京へやってきた。,彼は仕事を求めて東京へやってきた。,彼は仕事を求めて東京へやってきた。,100.0,1.0,1.0,1.0,1.0
東京にいる間に、彼女を知った。,東京にいる間に、彼女を知った。,東京にいる間に、彼女を知った。,100.0,1.0,1.0,1.0,1.0
彼はそれを私にただでくれた。,彼はそれを私にお金なしでくれた。,彼はそれを私に０円でくれた。,91.66666666666666,0.6174459472770458,0.9114577770233154,0.9199389219284058,0.9031316041946412
この機械の優れた点を言ってください。,この機械のよい点を言ってください。,この機械のいい点を言ってください。,91.66666666666666,0.6783686168526631,0.9713926315307616,0.976650893688202,0.9661906957626344
彼らはこの下の階に住んでいる。,彼らはこの下の階に住んでいる。,彼らはこの下の階に住んでいる。,100.0,1.0,1.0,1.0,1.0
私は彼のことを頭から信じていない。,私は彼のことを頭から信頼していない。,私は彼のことを頭から信じることをしていない。,91.66666666666666,0.7483293841345244,0.9341020584106444,0.9157154560089112,0.9532421827316284
あれは何ですか。,あれは何ですか。,あれは何ですか。,100.0,1.0,1.0,1.0,1.0
よくある事だが、トムは授業に遅刻した。,よくある事だが、トムは授業に遅れた。,よくある事だが、トムは授業に遅れた。,100.0,0.8890097654027757,0.9999998807907104,0.9999998807907104,0.9999998807907104
彼はその家が大好きになった。,彼はその家がとても好きになった。,彼はその家がとても好きになった。,100.0,0.8751733190429475,1.000000238418579,1.000000238418579,1.000000238418579
彼はもてる物すべてを失った。,彼は持っている物全てを失った。,彼は出す物全てを失った。,91.66666666666666,0.5595607306983194,0.946716606616974,0.946716606616974,0.946716606616974
彼らは子供たちのためだけに別れないでいた。,彼らは子供たちのためだけに別れないでいた。,彼らは子供たちのためだけに別れないでいた。,100.0,1.0,1.0,1.0,1.0
君はいつも何時ごろに寝るの？,あなたはいつも何時あたりに寝るの？,あなたはいつも何時に寝るの？,91.66666666666666,0.6757997430846016,0.9672707319259644,0.980573296546936,0.9543242454528807
彼女はたくさんの本を持っている。,彼女は多くの本を持っている。,彼女は多くの本を持っている。,100.0,0.8668778997501817,0.9999998211860656,0.9999998211860656,0.9999998211860656
トムは病気だと言ったが、それはうそだ。,トムは病気だと言ったが、それは嘘だ。,トムは病気だと言ったが、それは嘘だ。,100.0,0.8948393168143697,1.0000001192092896,1.0000001192092896,1.0000001192092896
誰も電話に出なかった。,誰も電話に出なかった。,誰も電話に出なかった。,100.0,1.0,1.0,1.0,1.0
彼女は旅行へ行っています。,彼女は旅行へ行っています。,彼女は旅行へ行っています。,100.0,1.0,1.0,1.0,1.0
父がくれた時計をなくした。,父がくれた時計がどこにあるかわからなくなった。,父がくれた時計がどこにあるかわからなくなった。,100.0,0.9000876262522594,0.9999997615814208,0.9999997615814208,0.9999997615814208
その娘たちのだれも学生ではない。,その娘たちの誰も学生ではない。,その娘たちの誰も学生ではない。,100.0,0.8751733190429475,0.9999997615814208,0.9999997615814208,0.9999997615814208
彼女は５つの誤りを５行のうちでおかした。,彼女は５つの間違いを５行のうちでしてしまった。,彼女は５つの間違いを５行のうちでおかした。,91.66666666666666,0.6756899960631381,0.9433770179748536,0.934785008430481,0.952128529548645
トムはお母さんより背が高い。,トムはお母さんより背が高い。,トムはお母さんより背が高い。,100.0,1.0,1.0,1.0,1.0
誰がこの窓を壊したの？,誰がこの窓を壊したの？,誰がこの窓を壊したの？,100.0,1.0,1.0,1.0,1.0
地球がいつ出現したのか誰にもわからない。,地球がいつ現れたのか誰にもわからない。,地球がいつ現れたのか誰にもわからない。,100.0,0.8890097654027757,1.000000238418579,1.000000238418579,1.000000238418579
このお茶は「緑茶」と呼ばれている。,このお茶は「緑の茶」と呼ばれている。,このお茶は「緑の茶」と呼ばれている。,100.0,0.9000876262522594,1.0000001192092896,1.0000001192092896,1.0000001192092896
私の姉は大学生になりました。,私の姉は大学生になりました。,私の姉は大学生になりました。,100.0,1.0,1.0,1.0,1.0
彼と張り合えるものはいない。,彼に勝つ事ができる人はいない。,彼と関係を持つ者はいない。,91.66666666666666,0.3594458874569351,0.8315263986587524,0.8271806240081787,0.835918128490448
私が持っているのは本だけです。,私が持っているのは本だけです。,私が持っているのは本だけです。,100.0,1.0,1.0,1.0,1.0
月が湖に映し出されていた。,月が大きな池に現れていた。,月が湖に出ていた。,91.66666666666666,0.4702430158884322,0.8952254056930542,0.9140244126319884,0.8771841526031494
彼はその意見に反対した。,彼はその意見に反対した。,彼はその意見に反対した。,100.0,1.0,1.0,1.0,1.0
彼の車は湖の中に落ちた。,彼の車は湖の中に落ちた。,彼の車は湖の中に落ちた。,100.0,1.0,1.0,1.0,1.0
君が早く回復するのを願っています。,あなたが早く回復するのを願っています。,あなたが早く回復するのを願っています。,100.0,0.8824969025845955,1.0,1.0,1.0
彼はテニスがかなり下手だ。,彼はテニスがかなり下手だ。,彼はテニスがかなり下手だ。,100.0,1.0,1.0,1.0,1.0
私はここで１０年間働いている。,私はここで１０年間働いている。,私はここで１０年間働いている。,100.0,1.0,1.0,1.0,1.0
お金を盗むのは良くない。,お金を盗むのは良くない。,お金を盗むのは良くない。,100.0,1.0,1.0,1.0,1.0
運動会は延期された。,運動会は流れた。,運動会は遅くなった。,91.66666666666666,0.536655197918775,0.9206225275993348,0.9206225275993348,0.9206225275993348
バスに乗った方がいいですか。,バスに乗った方がいいですか。,バスに乗った方がいいですか。,100.0,1.0,1.0,1.0,1.0
これは鉛筆です。,これは鉛筆です。,これは鉛筆です。,100.0,1.0,1.0,1.0,1.0
彼は真実を話した。,彼は本当のことを話した。,彼は本当のことを話した。,100.0,0.8574039191604413,0.9999996423721312,0.9999996423721312,0.9999996423721312
君はよくそんなことが言えるね。,あなたはよくそんなことが言うことができる。,あなたはよくそんなことが言うことができるね。,91.66666666666666,0.7367565054628357,0.964557409286499,0.955916464328766,0.9733559489250184
私の息子に下さったプレゼントに感謝します。,私の息子にくださったプレゼントに感謝します。,私の息子にくださったプレゼントに感謝します。,100.0,0.8824969025845955,1.000000238418579,1.000000238418579,1.000000238418579
私たちは会合を延期しなければならなかった。,私たちは会議を後の日にしなければならなかった。,私たちは会議を次の機会にしなければならなかった。,91.66666666666666,0.6868616146336805,0.9393399953842164,0.9315730929374696,0.9472375512123108
彼は妻と仲良く暮らしている。,彼は妻と仲がよく生活している。,彼は妻と仲をよくしている。,91.66666666666666,0.6039770658045669,0.9206432700157166,0.941966950893402,0.9002636075019836
その少年は少女たちの間に座った。,その少年は少女たちの間に座った。,その少年は少女たちの間に座った。,100.0,1.0,1.0,1.0,1.0
早く出発することに意見が一致した。,早く出発することに意見があった。,早く出発することに意見が同じになった。,91.66666666666666,0.6739047062564734,0.904141902923584,0.8694758415222168,0.941686987876892
彼女はもっとよい仕事を探している。,彼女はもっとよい仕事を探している。,彼女はもっとよい仕事を探している。,100.0,1.0,1.0,1.0,1.0
私はオーストラリアへ３度行ったことがある。,私はオーストラリアへ３度行ったことがある。,私はオーストラリアへ３度行ったことがある。,100.0,1.0,1.0,1.0,1.0
それは全く法外なことだ。,それは全く法律に合わないことだ。,それは全く法の外のことだ。,91.66666666666666,0.4609161318920933,0.8654965758323669,0.8777599334716797,0.8535711765289307
船は３時に出航することになっている。,船は３時に出発することになっている。,船は３時に出ることになっている。,91.66666666666666,0.6759531227215545,0.9553349614143372,0.9629009962081908,0.9478869438171388
彼は更に十年間研究を続けた。,彼は続けて１０年間研究を続けた。,彼は更に１０年間研究を続けた。,91.66666666666666,0.6316037700708137,0.9660218358039856,0.9638020396232604,0.968251883983612
私の意見は彼のと似ている。,私の意見は彼のと似ている。,私の意見は彼のと似ている。,100.0,1.0,1.0,1.0,1.0
彼女は来春大学生になります。,彼女は来年の春大学生になります。,彼女は次の年大学生になります。,91.66666666666666,0.5781682559080755,0.921801209449768,0.9284425377845764,0.915254294872284
君の家には部屋がいくつありますか。,あなたの家には部屋がいくつありますか。,あなたの家には部屋がいくつありますか。,100.0,0.8890097654027757,0.9999998807907104,0.9999998807907104,0.9999998807907104
果報は寝て待て。,いい話は寝て待て。,本当のニュースは寝て待て。,91.66666666666666,0.4741797560818526,0.8584182262420654,0.84288090467453,0.8745390772819519
彼らは昨日彼女の家のそばを通りかかった。,彼らは昨日彼女の家のそばを通っていった。,彼らは昨日彼女の家のそばを通ってきた。,91.66666666666666,0.7643838122940674,0.9865676164627076,0.9865676164627076,0.9865676164627076
私たちは２月に短い休暇をとった。,私たちは２月に短い休みをとった。,私たちは２月に短い休みをとった。,100.0,0.8824969025845955,1.0000001192092896,1.0000001192092896,1.0000001192092896
冬が近づいてきた。,冬が近づいてきた。,冬が近づいてきた。,100.0,1.0,1.0,1.0,1.0
彼はその仕事には慣れている。,彼はその仕事には慣れている。,彼はその仕事に慣れている。,100.0,1.0,1.0,1.0,1.0
彼は彼女の方に歩み寄った。,彼は彼女の方に歩き近づいた。,彼は彼女の方に立つことで自信を得た。,91.66666666666666,0.5292031904718658,0.8315805792808533,0.8097265958786011,0.8546468615531921
君は彼に助言を求めるべきだ。,あなたは彼に役に立つ言葉を求めるべきだ。,あなたは彼に助言を求めるべきだ。,91.66666666666666,0.5475233496732835,0.9050779938697816,0.9283924698829652,0.8829058408737183
私はまだ朝食を済ませていません。,私はまだ朝食を食べていません。,私はまだ朝の食事を終わらせていません。,91.66666666666666,0.5398995684986874,0.8973215818405151,0.8703784346580505,0.925986111164093
大切にします。,大切にします。,大切にします。,100.0,1.0,1.0,1.0,1.0
こせこせする必要はない。,忙しくする必要はない。,こせこせする必要はない。,83.33333333333334,0.5789300674674098,0.8685811161994934,0.8438957333564758,0.89475417137146
最近多くの交通事故がその道路で起こった。,最近多くの交通事故がその道路で起こった。,最近多くの交通事故がその道路で起こった。,100.0,1.0,1.0,1.0,1.0
車も何もなく、生活保護で生きてます。,車も何もなく、生活保護で生きてます。,車も何もなく、生活保護で生きてます。,100.0,1.0,1.0,1.0,1.0
彼女はとても頭がいい上に一生懸命勉強する。,彼女はとても頭がいい上に頑張って勉強する。,彼女はとても頭がいい上に頑張って勉強する。,100.0,0.8824969025845955,1.000000238418579,1.000000238418579,1.000000238418579
耳は出しますか。,耳は出しますか。,耳は出しますか。,100.0,1.0,1.0,1.0,1.0
彼がそのことを知らないとは驚きだ。,彼がそのことを知らないとは驚いた。,彼がそのことを知らないとは驚いた。,100.0,0.8824969025845955,1.0000001192092896,1.0000001192092896,1.0000001192092896
痛みはありますか。,痛いですか。,痛いと感じることはありますか。,91.66666666666666,0.2796842457966537,0.8174854516983032,0.7847862243652344,0.8530280590057373
これが私の考えたことです。,これが私の考えたことです。,これが私の考えたことです。,100.0,1.0,1.0,1.0,1.0
彼は危険に晒されていた。,彼は危険な状態だった。,彼は危険に注意されていた。,91.66666666666666,0.4121183751323027,0.8851109147071838,0.8823288083076477,0.8879106044769287
彼女は寿司が好きではありません。,彼女は寿司が好きではありません。,彼女は寿司が好きではありません。,100.0,1.0,1.0,1.0,1.0
それは誰のアイディアでしたか。,それは誰の考えでしたか。,それは誰の想像でしたか。,91.66666666666666,0.6526220818377341,0.9534395933151244,0.9534395933151244,0.9534395933151244
ついに彼らは面と向かい合った。,ついに彼らは取り組んだ。,ついに彼らは面と見た。,91.66666666666666,0.4844273237963863,0.849350094795227,0.8542299866676331,0.8445255756378174
彼はすぐ来るでしょう。,彼はすぐ来るでしょう。,彼はすぐ来るでしょう。,100.0,1.0,1.0,1.0,1.0
彼は叫び声を聞いた。,彼は大きな声を聞いた。,彼は叫ぶ声を聞いた。,91.66666666666666,0.6220700406786386,0.9223352670669556,0.9234912395477296,0.9211821556091307
この方がしっくりする。,この方が安定する。,この方がいい。,91.66666666666666,0.4086646502016564,0.8477277755737305,0.8706939816474915,0.8259420394897461
どうして髪を乾かしているの。,どうして髪を乾かしているの。,どうして髪を乾かしているの。,100.0,1.0,1.0,1.0,1.0
彼らは彼の死を聞いてとても悲しんだ。,彼らは彼の死を聞いてとても悲しくなった。,彼らは彼の死を聞いてとても悲しかった。,91.66666666666666,0.694256674527868,0.9722572565078736,0.9722572565078736,0.9722572565078736
そこへ行っていただけませんか。,そこへ行っていただけませんか。,そこへ行っていただけませんか。,100.0,1.0,1.0,1.0,1.0
泥棒は警官を見て逃げ去った。,泥棒は警察官を見て逃げた。,泥棒は警察を見て逃げた。,91.66666666666666,0.6498720966714551,0.9748197793960572,0.980334460735321,0.9693667888641356
彼はまったく堅い男だ。,彼は全く頭のよい男だ。,彼は全く自分の考えによる男だ。,91.66666666666666,0.5038920485259633,0.8592351675033569,0.8385428786277771,0.8809744119644165
ミルクを一杯下さい。,牛の乳を１杯ください。,牛の乳を１杯ください。,100.0,0.846481724890614,1.000000238418579,1.000000238418579,1.000000238418579
今日外食したいですか。,今日外で食事したいですか。,今日外で食事がしたいですか。,91.66666666666666,0.7285959997974691,0.9619804620742798,0.955642819404602,0.9684027433395386
これからずっと昔、建てられた。,これからずっと昔、作られた。,これからずっと昔、作られた。,100.0,0.8574039191604413,1.0000001192092896,1.0000001192092896,1.0000001192092896
僕はもう万策尽きた。,僕はもうとることのできる方法がなくなった。,私はもうすぐ解決した。,91.66666666666666,0.1737485326833708,0.7678906917572021,0.8022562861442566,0.7363482713699341
その情報のなかには大変重要なものもある。,その情報の中には大変重要なものもある。,その情報の中には大変重要なものもある。,100.0,0.8824969025845955,1.0,1.0,1.0
この仕事は彼には手に負えない。,この仕事は彼にはできない。,この仕事は彼にはやることができない。,91.66666666666666,0.6475445426291286,0.9266425967216492,0.8926075100898743,0.9633761644363404
彼はどちらかと言えば背が高い。,彼はどちらかと言えば背が高い。,彼はどちらかと言えば背が高い。,100.0,1.0,1.0,1.0,1.0
雨のために試合を中止せざるを得なかった。,雨のために試合を止めざるを得なかった。,雨のために試合をやめたざるを得なかった。,91.66666666666666,0.7357777961658121,0.9449409246444702,0.9401270747184752,0.9498043060302734
あの男の子は誰ですか。,あの少年は誰ですか。,あの少年は誰ですか。,100.0,0.8337529180751805,0.9999998807907104,0.9999998807907104,0.9999998807907104
誰がこれを英語に訳してくれますか。,誰がこれを英語に変えてくれますか。,誰がこれを英語になおしてくれますか。,91.66666666666666,0.7195483536253187,0.9388683438301086,0.930978298187256,0.946893274784088
朝の散歩ほど気持ちいいものはない。,朝の散歩ほど気持ちいいものはない。,朝の散歩ほど気持ちいいものはない。,100.0,1.0,1.0,1.0,1.0
髪がめちゃくちゃ！！,髪がどうすることもできない！！,髪がダメになってしまいちゃ！！,91.66666666666666,0.1606243474117785,0.8230611681938171,0.8121840953826904,0.8342336416244507
雪の中でバスを２時間も待った。,雪の中でバスを２時間も待った。,雪の中でバスを２時間も待った。,100.0,1.0,1.0,1.0,1.0
あの計画は立ち消えになった。,あの計画は消えた。,あの計画は中止になった。,91.66666666666666,0.53107253497887,0.9057807326316832,0.8974598050117493,0.914257287979126
何か手伝いましょうか。,何か手伝いましょうか。,何か手伝いましょうか。,100.0,1.0,1.0,1.0,1.0
今日の午後には起きて歩けることでしょう。,今日の午後には起きて歩くことができるでしょう。,今日の午後には起きて歩くことができることでしょう。,91.66666666666666,0.7940693189958064,0.9787185192108154,0.9787185192108154,0.9787185192108154
彼はまだ元気盛んだ。,彼はまだ元気いっぱいだ。,彼はまだ元気盛んだ。,83.33333333333334,0.5850343668259104,0.8409355878829956,0.8697842955589294,0.8139389753341675
彼らはその事故について異なる説明をした。,彼らはその事故について異なる説明をした。,彼らはその事故について異なる説明をした。,100.0,1.0,1.0,1.0,1.0
私が子供の頃、毎日泳ぐのが常でした。,私が子供の頃、毎日泳ぐのが常でした。,私が子供の頃、毎日泳ぐのが常でした。,100.0,1.0,1.0,1.0,1.0
彼女は目を閉じたままであった。,彼女は目を閉じたままであった。,彼女は目を閉じたままであった。,100.0,1.0,1.0,1.0,1.0
すぐに彼女を好きになるだろう。,すぐに彼女を好きになるだろう。,すぐに彼女を好きになるだろう。,100.0,1.0,1.0,1.0,1.0
他人を思いやる気持ちが大切です。,他の人を思ってあげる気持ちが大切です。,他の人を思い出す気持ちが大切です。,91.66666666666666,0.5880627618336723,0.9522166848182678,0.9588848352432252,0.9456406831741332
わたしのところへブドウ酒を回して下さい。,私のところへぶどうの酒を運んでください。,私のところへぶどうの酒を回してください。,91.66666666666666,0.6572677895577042,0.971386730670929,0.971386730670929,0.971386730670929
僕に何をしたらよいか教えてください。,僕に何をしたらよいか教えてください。,僕に何をしたらよいか教えてください。,100.0,1.0,1.0,1.0,1.0
水がなければ、人間は生きられない。,水がなければ、人間は生きられない。,水がなければ、人間は生きられない。,100.0,1.0,1.0,1.0,1.0
