	text	label
25985	彼は今外へ出ている。	1
17370	私は彼が正直で気さくであるから彼が好きだ。	0
2204	トッピングは全部のせて下さい。	0
47133	その手紙には同じ感情がほとんどない。	1
24169	私はテレビを見て疲れた。	1
53261	彼は人の前で話をすることをいつもやっているためうまい。	1
7140	私は最新の辞書を持っている。	0
11669	泳ぐのには十分暖かい。	0
10809	工場では彼を欲しがりませんでした。	0
21274	彼の助けを求めさえすればよい。	0
42504	このペンが必要でしたらお貸しします。	1
27115	次のバスはいつ来ますか。	1
45131	私はその仕事に時間をかけた。	1
24902	私はその山の一番上を見ることができます。	1
44274	この点ではあなたと同意見です。	1
28653	これは使い安い木の箱です。	1
40802	赤ちゃんが泣き始めた。	1
52553	彼はとても集中してそれをやった。	1
48935	いつお会いすることができますか。	1
10421	すみません、先約があります。	0
6077	暑くてたまらない。	0
36531	これが私の彼を嫌に思う理由だ。	1
42818	嘘も言い方１つだ。	1
18798	私は夕食に招待された。	0
22464	私には君にあったのと同じ悩みがある。	0
1781	私は定刻よりの早く着いた。	0
32632	この本は私たちに役にたつ。	1
17770	人は自分に忠実であるべきだ。	0
15306	少年は首尾よく試験に合格しました。	0
743	これは私が１週間前になくした時計です。	0
59455	彼らはいつも意見が反対である。	1
16490	すぐ仕事に取りかかった方がいいだろう。	0
35856	あなたは時には妹さんにお金をあげますか。	1
35105	番号を間違っていると思います。	1
22471	わたしのところへブドウ酒を回して下さい。	0
18747	どうしても彼の名前が思い出せなかった。	0
57384	結婚する前、彼女は若畑家の人だった。	1
42466	私は１日中テレビを見ます。	1
44369	あなたを愛することでいっぱい。	1
44946	お茶を入れますよ。	1
20081	子供を好きかってにさせておくな。	0
20338	私は彼女のいうことを理解する。	0
28513	私は父さんにそのことを話した。	1
19263	真由美と話している女の子は私の妹です。	0
46827	私は一人で歩くことが好きだ。	1
5100	たくさんの少年が公園を走っています。	0
253	彼らは平和を望んでいる。	0
23650	午前中に部屋をきれいに片付けろ。	1
20012	彼があそこにいてくれさえすればよかったのに。	0
32389	馬から降りなさい。	1
16879	みんなの話からすると、それは真実だろう。	0
51107	彼が学校を出てから結構長い。	1
37328	良い天気になりました。	1
42878	彼女は下を見ながら横になった。	1
49693	勉強はあなたのためになる。	1
62822	彼はなんて多く食べるんだろう。	1
10976	あの夏は雷が多かった。	0
43272	川がその町を分けている。	1
42223	私を一人にして。	1
1324	彼女はかなりの洋服を持っている。	0
61096	この薬はあなたをよりよい気分にするでしょう。	1
59165	あなたは誰と話していたのですか。	1
22573	君はそれを当てにできる。	0
36315	彼は子供たちに厳しかった。	1
52911	この車は５人乗ることができる。	1
18151	彼はぜんぜんうれしくない。	0
48836	風で帽子が飛んでいった。	1
43531	彼は彼の部屋で遊んでいます。	1
39133	この時計は水に強いです。	1
13867	早起きするのに慣れているから。	0
9352	君は酒に頼るべきではない。	0
42006	彼はお父さんの時計をなくならせた。	1
54886	彼が長く生きますように。	1
21669	彼は立身出世した。	0
3560	それを机の上に戻して置きなさい。	0
45444	トムは昨日歯の医者に行くべきだったのに。	1
19556	胃薬を持ってきてください。	0
6827	君がそう言うんだから。	0
40371	私はそんな人は、我慢ができない。	1
26745	彼は病院に入っている。	1
61599	昼食はどこで食べるんですか。	1
33141	彼がどうやって逃げたか全くわからない。	1
22009	ここに受取人の名前を書いてください。	0
46777	トムの誕生日のパーティーの準備をしよう。	1
19610	あなたは新しい家にもう落ち着かれましたか。	0
18108	あいにくですが、彼は外出中です。	0
2775	彼は友人に援助を求めた。	0
36513	涼しくなりました。	1
59655	もし急ぐならば、あなたは彼に追いつくでしょう。	1
16513	ここに小さな沼があります。	0
17116	彼はあちこち旅行する。	0
8310	彼の愛ととりかえられるものはない。	0
33450	３週間学校を休んでいる人は誰ですか。	1
3078	私はよいアイディアを思いついた。	0
33036	また暑さが戻ってきそうだ。	1
38356	最近になって初めて彼女は考えを変えた。	1
54109	警察は怒った多くの人たちを止めた。	1
19286	彼は写真うつりがよい。	0
11946	君が使ったお金全部を説明できますか。	0
13909	トム、死んじゃだめ。	0
56726	私たちはかなりいろんな所を訪ねました。	1
36681	私の時計が５分遅れていたせいだった。	1
37865	彼がそれをした時間はわからない。	1
23987	私はおじがどこかに行くのを送るために、駅まで行って来たところだ。	1
21076	彼女はいつも部屋をきれいに整頓している。	0
49633	友達はお互いを助けなければならない。	1
40919	その少女の目から涙がでてきた。	1
10118	今日母を買い物に引っ張って行きました。	0
23664	先生はクラスの前に立っていた。	1
26508	その失敗で彼は気を落とした。	1
28906	彼は仕事を少しずつやった。	1
34546	私はあなたと同じ最後の判断に達した。	1
37470	母は病気で寝ている。	1
1109	この考えは旨く行くだろう。	0
19207	彼女のみならず彼女の息子達も幸せだった。	0
48566	彼女はちょうど今、どこかに行きました。	1
23839	あなたはすぐ出発した方がよい。	1
49310	お顔が見ることができるようにもっと近くに来てください。	1
45633	彼女は誰とも話したくなかった。	1
8598	彼らは昼間だけ働きます。	0
47926	彼女はよい話を持ってきた。	1
30361	彼はなんて親切な少年でしょう。	1
32236	彼女は音楽ではクラスの誰よりもうまい。	1
10360	駅の近くにタクシー乗り場があります。	0
42111	彼は危険に気がついていた。	1
46183	図書館には子供のための本がたくさんある。	1
47588	ホテルの前で私を車で迎えに来てください。	1
57336	机を片付けろ。	1
27408	彼女は昨日ロンドンへ出発した。	1
24866	今日の午後は暇ですか。	1
53283	彼は自分の言うことを私に理解させた。	1
3558	あなたの計画に一枚加わりたい。	0
41305	誰も一人では生きることができないものだ。	1
27697	補っている分はもうすぐ不足するでしょう。	1
50273	その絵は本当のものによく似ている。	1
36781	すいませんが、今夜は滞在させることができません。	1
2646	私は１９６０年生まれだ。	0
55750	私の母が部屋を片付けます。	1
45835	うちでは全てうまく行っています。	1
643	彼らは次のバス停で降車した。	0
52489	外国を知るよい方法はそこへ行くことだ。	1
53506	彼は不注意だと私を怒った。	1
32303	彼が助けてくれることを信じる。	1
44452	彼女はピアノを弾くする人です。	1
4226	日に日に彼は良くなるようだった。	0
34697	あなたはすぐにはじめた方がよい。	1
33813	彼らは今走っています。	1
922	その島の人々は我々の助けを求めている。	0
25740	彼は評価のよい人だ。	1
26420	ここへきて仲間に入りなさい。	1
7022	けっきょくその計画は失敗した。	0
23378	今朝は特に寒い。	1
24541	そんなものは今まで見たことがない。	1
42020	ブラウン先生は全ての学生に尊敬されている。	1
30403	それはとても私の役に立った。	1
36587	この本は大変難しいのであなたには読むことができない。	1
22622	彼はその事故の責任は私にあると責めた。	0
31866	多くの少年が公園を走っています。	1
8755	彼は衣服をあきなっているようだ。	0
52703	図書館では静かにするべきだ。	1
19077	彼女は全く世間知らずだ。	0
26203	私は彼の音楽をよく知っている。	1
12793	私は君を信頼している。	0
16200	私たちはこの学校の生徒です。	0
22191	じゃ、グラウンドで会いましょう。	0
23131	大統領はその質問に答えることを嫌だと言った。	1
10301	我々は生きるために食べる。	0
14844	一つ間違えると君は失敗者になる。	0
37682	あなたがそこに立っていては仕事ができない。	1
53679	彼女はプログラムを作る人である。	1
151	妊娠中ですか。	0
16275	あなたは自分の趣味について話しましたか。	0
40729	何が起こったのか彼女に説明した。	1
30340	私は一人でこの家に住んでいます。	1
20600	彼はこんどの試験に合格するだろう。	0
12791	彼は五年前よりずっと暮し向きがよい。	0
15882	法律が改正された。	0
23703	彼は昨年死んだ時のための手紙を。	1
49569	私のおじは決して手紙を書かない。	1
32205	邪魔をしてはダメよ。	1
41685	井戸にはほとんど水がなかった。	1
22588	私達は子供を養子にした。	0
7682	ふいごは故障している。	0
56955	もっとゆっくり歩きなさい。	1
15943	私は若いころその日暮らしをしていた。	0
43936	馬鹿にされるのは我慢できない。	1
4050	あのように努力したから君は成功するに違いない。	0
42239	彼は赤い車に決めた。	1
31960	ちょうどその時、件の二人が学校にきた。	1
158	彼は英語がほとんど話せません。	0
31539	私は、あらゆる人の言葉の自由に賛成だ。	1
28402	彼はその日働いたお金で生活をしている。	1
15230	ご出発を前もってお知らせください。	0
57711	彼は自分のために新しい家を作りました。	1
21443	お土産買って帰るね。	0
7691	風邪をひいているので味が分からない。	0
40929	月が空に低く出ている。	1
30150	彼は困った時に頼るものがなかった。	1
38109	私たちの意見は大きく違う。	1
46571	私は戦争がよいなどと信じることはない。	1
54542	成功の可能性はない。	1
18262	彼らはその紛争を終わらせた。	0
18808	彼は毎朝早くも５時に起きる。	0
20835	たいした問題ではありません。	0
51457	それを１日で終わらせるのはほとんど不可能だ。	1
4273	午前中彼に電話をしてはなしました。	0
56309	ケンはニューヨークへ行ったことがない。	1
43232	健は英語もフランス語を勉強している。	1
34788	予約をお願いできますか。	1
11615	彼は何とばかなのだろう。	0
47064	今年の夏はほとんど雨が降らなかった。	1
7516	秘密が漏れたらしい。	0
55270	あなたは車の運転ができますか。	1
40052	私は、１０冊しか本を持っていない。	1
59739	彼は仕事をやめて電話に出た。	1
13914	この仕事がすんだらたっぷり休める。	0
55981	あなたといると、私は幸せな気分になる。	1
44319	今のままにしておく。	1
26356	彼はとても幸せだったように思う。	1
7090	彼は私と握手した。	0
56025	太陽に比べると地球は小さい。	1
4642	彼は私を姉と間違えたに違いない。	0
62509	列車に遅れますよ。	1
47	彼は偉大な小説家だ。	0
5173	近ごろはいかがお暮らしですか。	0
1718	申し訳無いけど今あの子は出かけているの。	0
44916	彼がそれをしたはずありません。	1
20682	私は彼の車が右へ曲がるのを見た。	0
11976	もう一度やったが無駄だった。	0
49619	このボールペンは２ドルで買った。	1
48653	コーヒーをもう１杯飲みませんか。	1
9398	それは朝食こみの値段ですか。	0
25147	これは景色で有名な山です。	1
24852	あなたは毎日英語を勉強していますか。	1
44696	私は週に１度泳ぎます。	1
5037	今日の新聞を見せて下さい。	0
21542	このテーブルは予約済みです。	0
17743	私は君をまき込みたくなかった。	0
17513	そこですばらしい滝を見た。	0
32232	帰って来てから彼に会います。	1
61294	彼女は結婚したいと思っています。	1
59380	臓器が悪いのです。	1
8870	足りないものがあります。	0
47787	外国で勉強したいものだ。	1
10231	太陽がなければ、誰も生きれないだろう。	0
59913	彼は昔を見てもあまりいないほどの大科学者である。	1
16501	直ちにご返事がいただきたいものです。	0
21220	トランプをしましょう。	0
48252	少年たちの一人が急に逃げた。	1
34662	最近彼に会っていない。	1
29162	彼女はできるだけ頑張ってフランス語を勉強した。	1
14640	私たちは休暇を思う存分楽しんだ。	0
32820	彼女は床で横になって本を読み始めた。	1
52497	日本の料理を食べたことはありますか。	1
10101	初心を貫徹したらどうですか。	0
17158	私は彼より３歳年下です。	0
32807	ちょっと新聞を見せてもらえませんか。	1
32196	あなたにとてもよく合います。	1
54050	急ぎなさい。そうしないと遅れますよ。	1
20853	私の計画は再検討していただけますか。	0
4672	自分の部屋の掃除をしなければならない。	0
57557	日本ではコンピューター用品が非常に高い。	1
30750	いい住む場所ね。	1
37415	彼はその場からどこかへ行きました。	1
7751	エアロビクスをやってみたいな。	0
28231	この辞書の例はわかりやすい。	1
1386	壁にもたれるな。	0
106	君はどのくらいここに滞在しますか。	0
12328	自分の国を愛さない者はいない。	0
30404	彼はよい生活を送った。	1
53555	本当に残念だと思う。	1
55672	同じ心を持った人は他にいない。	1
59800	逃げようとしても無駄だ。	1
41632	つまり彼らは若すぎると言うことだ。	1
60684	私はその話で昔の友達が頭に出てきた。	1
40116	誰も生きていない。	1
62767	ちょっと休んだらどうですか。	1
11850	君はその事に不平を言うことはないよ。	0
61051	彼は正直な人間であると思う。	1
14799	彼は英語の勉強に非常に熱心です。	0
26616	前まではちょうどここにお寺があった。	1
18515	これらの写真は、たいへんよく出来上がりました。	0
52614	すぐによくなりますよ。	1
51852	彼女の髪は短い。	1
5191	咳払いをする。	0
40783	私たちは会社の運動会に参加した。	1
27201	太陽がなければ、あらゆる生物は死ぬだろう。	1
25448	彼はちょっとした芸術家だ。	1
14359	ここにいて彼を待って下さい。	0
16106	その丘で殺された男はだれだったのか。	0
34377	彼の犬は彼のよい友達です。	1
55004	もう２度と酒に逃げてはダメです。	1
31052	気持ちはよく分かるよ。	1
40669	先生は子供らを学校でうまく生活できるように努力した。	1
43950	どの列車に乗れば鎌倉に行きますか。	1
26594	彼は物理学者だ。	1
44498	腹が痛いです。	1
54530	この話は本当だと信じる人が多いです。	1
44322	両親の喜ぶ様子はとてもすごかった。	1
10063	この子は物覚えが速い。	0
52700	あなたたちは船に乗ってそこへ行くことができる。	1
36511	ご同様に。	1
33651	私たちはその報告は本当だと思った。	1
20643	彼はその計画におおいに関係があった。	0
55838	彼女に優しくしてあげなさいよ。	1
37113	兄が大きな魚を捕まえた。	1
46997	自転車をここから動かしてください。	1
43019	黒い毛と白い毛がある熊を見たことがありますか。	1
16019	彼に話しかけても無駄だ。	0
4739	彼は貧しいけれども幸福だ。	0
40732	私はその計画に大反対だ。	1
49554	注意するべきことを書いて、出した。	1
5688	ジョンはビルよりも利口だ。	0
39098	私は一人で歩いた。	1
43261	急な高さがある所からバスは落ちていった。	1
47442	男の年齢は気持ち次第だ。	1
42391	新しい建物を作るために５年がかかった。	1
3629	１度だけチャンスが残っている。	0
31384	今私たちに必要なのは休みです。	1
43871	あなたが使ったお金全てを説明できますか。	1
48344	川で泳いでいるその人は私の友達です。	1
324	彼がその歌をうたうのが聞こえた。	0
45216	やっと欲しい本を手に入れた。	1
55576	彼女は切るためのものを使うのがとてもうまい。	1
38332	両親の父が死んで１０年になります。	1
32997	彼は私の希望通りの人物だ。	1
10235	その女の子の目から涙がわきでた。	0
4140	友人のジョージがこの夏に日本へ来ます。	0
2670	こいつは困ったぞ。	0
34863	私は日本の食事が好きです。	1
54470	自分の目が大丈夫か考えちゃうなあ。	1
34780	辞書でその言葉を見つけろ。	1
57987	私たちはお互いに顔を見た。	1
2020	彼は英国生まれなので、イギリス英語を話す。	0
5608	君は今は彼女と会わないほうがいいよ。	0
5428	私の叔父は魚を商っている。	0
31297	ここは過ごしやすい部屋だ。	1
51809	ジムがドアを開けます。	1
36921	彼はおじの残したお金で大学を卒業した。	1
5419	ただで差し上げます。	0
31940	彼女がその子供の世話をした。	1
45464	コートを持ちましょうか。	1
26212	料理する場所にいます。	1
7515	それはエチケットの問題だ。	0
26413	その本を読みなさい。	1
20593	その問題を解いたとはボブは賢い。	0
51421	あなたの荷物は、この鞄だけですか。	1
60856	メアリーはトムを馬鹿にしていた。	1
12292	コーヒーのおかわりはいかがですか。	0
26589	彼らはここへ来ませんでしたね。	1
58501	魚は水の外では生きられない。	1
9833	どちらかの学生が試験に落ちるかもしれない。	0
12944	いつでも私のオフィスを訪ねなさい。	0
9883	最初は誰も私を信じない。	0
24740	結婚したら、何人子供が欲しい？	1
50876	彼は昨日病気で学校を休んだ。	1
14177	えんぴつであなたの名前を書きなさい。	0
51815	彼は、何でもうまく利用する。	1
13785	警官が彼に近づいてきた。	0
28143	私は自然にある花が好きです。	1
56007	彼女は背がこれ以上高くならない。	1
49122	座って待つしかなかった。	1
59807	雨が少しずつ降り出しました。	1
53388	彼は明日学校に行くつもりだ。	1
59677	政府は倒された。	1
8687	老人は役に立つ忠告を１つしてくれた。	0
1413	私は丁度手紙を書こうとした。	0
18138	彼はとうとうきませんでした。	0
12968	その会合は早くても来週になるでしょう。	0
5853	夜が更け始めた。	0
19923	今、叔父の家に滞在している。	0
57975	彼女は今にも泣き出しそうだった。	1
39081	子供たちには、その事故の責任はなかった。	1
58601	手術をしなければなりません。	1
61333	彼は風呂に水を入れた。	1
50162	来週お会いするのを楽しみにしています。	1
3639	私達はその問題について長い間話し合った。	0
45372	日本に来ている外国人学生は私たちに協力を求めた。	1
35393	誰が会社の経営者かね。	1
33088	時々寂しくなることがある。	1
10594	おすすめは何ですか。	0
30003	あのように努力したからあなたは成功するに違いない。	1
44564	面白そうな話だ。	1
56936	煙草を吸ってもいいですか。	1
1984	あなたは、スミス氏と連絡を取り合うべきです。	0
61608	私はこの時計をおじからもらった。	1
49299	前の週の会議は今年の会議の中で最高に長かった。	1
16410	駅へ行く途中でにわか雨に会った。	0
4906	私はそこへ行ったことを後悔している。	0
51120	私は煙草を吸うことができません。	1
38275	昨日の議論には参加しましたか。	1
4979	陰で人の悪口を言ってはいけない。	0
17275	母は私が海外に行くのを許した。	0
33875	少年で食べ物にうるさいのは少ない。	1
